51300027670,cgd,293,145
51300049553,egf,286,114
51300094320,eee,40,149
51300184791,ggd,256,38
51300186309,eda,243,15
51300253092,bdc,85,235
51300259940,ddd,269,218
51300264733,aec,92,207
51300265446,bdd,12,117
51300346580,cef,74,188
51300452649,gfc,286,148
51300498915,ace,55,263
51300519397,ebg,54,9
51300543877,bed,86,281
51300647244,ada,139,15
51300665543,cbd,100,43
51300683034,adf,277,210
51300699540,gcg,23,230
51300744225,dab,214,92
51300794874,bfc,207,219
51300795357,fee,40,281
51300801005,cda,152,17
51300803212,bdc,252,272
51300814729,dcd,217,119
51300822321,ecd,283,139
51300875738,gbf,139,283
51300918712,geg,239,276
51300932936,bac,40,235
51300944935,cdc,226,284
51300964453,cgb,94,97
51300977843,bed,157,283
51300987831,cfc,48,129
51300997016,gga,118,267
51301024802,dfd,156,57
51301034841,cdc,155,332
51301079376,edb,72,153
51301100862,cad,199,193
51301142341,ffa,216,101
51301227300,fcd,142,110
51301239353,efe,56,205
51301251068,bdf,282,275
51301259529,cac,29,111
51301259561,abg,107,41
51301272068,bbg,204,45
51301275173,fge,116,74
51301301256,eda,263,12
51301304204,ggd,83,42
51301313830,bga,133,291
51301351832,fed,126,270
51301359733,deb,110,27
51301382667,gcg,277,218
51301386127,dgd,198,191
51301403928,cba,88,284
51301405099,bac,118,244
51301414687,ege,162,145
51301456760,dgb,44,22
51301466152,fag,10,92
51301503067,acb,65,216
51301538266,egd,196,260
51301575474,fgb,263,241
51301668784,cec,262,243
51301700462,ggc,16,172
51301706088,cac,121,132
51301714398,ccf,252,13
51301774948,bfd,131,144
51301821276,dgd,52,213
51301876797,ecg,52,181
51301880729,gda,93,120
51301884580,bcd,135,226
51301901022,bcg,138,256
51301909016,cgf,37,276
51301991585,gda,29,126
51302022995,bac,77,251
51302036293,afg,91,223
51302047009,ggc,272,175
51302059028,gdg,181,233
51302136025,gab,116,104
51302165903,agd,107,51
51302178226,bbb,30,270
51302189431,gcg,168,252
51302199658,bee,32,102
51302216914,cee,23,115
51302222491,bca,159,223
51302288924,agc,106,140
51302289883,bgd,184,59
51302338079,ega,140,102
51302341492,ega,121,104
51302346121,eab,28,258
51302403870,dcf,59,181
51302406595,ced,158,260
51302411435,ecf,227,116
51302424344,bbc,72,100
51302435864,eeb,292,214
51302543261,gac,227,115
51302586686,agg,288,189
51302609242,gcg,136,214
51302644882,efg,58,193
51302665256,edg,15,192
51302697583,fed,207,253
51302833043,cad,254,208
51302900944,abg,197,46
51302910059,bgc,165,86
51302988413,ceg,284,66
51303010901,gag,175,286
51303023611,bcb,115,288
51303023759,ccc,178,269
51303071606,acd,181,266
51303076569,fbb,61,294
51303084292,bea,58,197
51303085650,fcb,253,131
51303088324,dac,182,198
51303106949,cae,57,157
51303142462,ceb,104,146
51303148770,edf,113,149
51303209341,eba,164,289
51303228769,cec,240,281
51303231970,dag,213,106
51303242453,gfb,96,155
51303245306,agg,171,177
51303266805,ffc,46,170
51303270361,fdf,166,299
51303298019,cdb,254,282
51303328674,gga,58,242
51303388800,dbd,257,237
51303403592,eea,40,256
51303416724,bbe,109,277
51303448292,dfa,199,21
51303467272,gag,236,294
51303482815,fea,120,215
51303499907,ffd,62,78
51303503708,ecc,190,250
51303510385,fef,31,251
51303535888,afd,172,245
51303552750,bca,118,258
51303575950,bee,175,113
51303592974,fdg,99,31
51303604763,bgc,113,92
51303664641,ecb,192,219
51303672312,edc,230,278
51303688334,edg,297,207
51303692156,cbe,29,202
51303723548,fgc,50,292
51303766068,dgd,51,232
51303796762,cff,139,9
51303814374,eag,34,30
51303814501,efd,288,276
51303827547,gff,98,132
51303861062,fbe,82,177
51303873648,dbf,5,11
51303885958,gad,173,107
51303912611,ege,266,134
51303947768,cfb,191,109
51303985691,feb,178,185
51303996863,ebe,145,79
51304011402,eeg,271,295
51304016121,cee,54,132
51304025046,afc,104,218
51304058252,gca,65,22
51304093936,cac,93,125
51304123428,bfb,59,37
51304143910,fgg,23,38
51304190900,cda,283,13
51304202788,cea,39,86
51304207484,ddb,238,22
51304209313,eef,67,81
51304243205,gdb,6,83
51304261708,acb,93,177
51304281465,dfg,61,68
51304300631,fad,104,45
51304309268,gbe,262,35
51304318017,gbf,198,325
51304355318,ecd,127,147
51304357898,aaa,279,166
51304382269,aac,217,65
51304396141,eed,126,259
51304415476,fec,13,192
51304423524,bcd,260,189
51304438287,dcc,186,139
51304476449,ebg,35,10
51304479827,gag,182,264
51304492096,afe,137,79
51304495495,fgd,74,170
51304526583,ffg,152,84
51304541072,cca,163,40
51304583541,ddg,220,56
51304587245,fab,243,266
51304621523,caa,139,263
51304648844,aaf,56,163
51304664567,dac,272,178
51304678788,aee,165,164
51304704173,gfe,7,118
51304720163,bfc,70,245
51304741438,fdb,14,101
51304745283,gdf,55,92
51304749378,dbb,24,35
51304749494,dea,120,80
51304765633,bad,17,190
51304782591,abf,73,107
51304788584,gga,255,278
51304816807,ggb,109,138
51304844828,bbe,134,315
51304878831,cbc,5,201
51304884527,bff,180,84
51304897608,gbg,181,39
51304901902,gce,265,270
51304909137,gbc,171,93
51304909830,ebe,180,86
51304991115,cfg,42,278
51304994782,bge,148,200
51305036487,agf,116,291
51305055311,egg,242,231
51305058466,ceb,194,153
51305075294,bag,80,56
51305089475,eab,33,283
51305090548,fbg,45,216
51305091372,eca,70,54
51305106566,dda,4,136
51305221329,fbf,12,61
51305248020,egd,247,273
51305282014,gee,201,69
51305325269,beg,7,241
51305348893,cde,249,207
51305376288,bcg,51,286
51305419916,gfd,296,259
51305451885,ggb,89,128
51305488636,age,65,50
51305542103,efe,34,221
51305564401,fcc,44,106
51305585235,cgd,59,158
51305590562,aba,42,112
51305602324,bgd,29,51
51305609566,ege,259,109
51305611030,ecf,228,126
51305623452,acc,254,263
51305668358,afc,79,224
51305740018,feb,154,148
51305770292,bfc,219,230
51305772915,cba,135,269
51305814655,agb,124,61
51305835317,eac,297,19
51305850379,bde,119,232
51305865311,bdd,199,99
51305893470,bae,116,233
51305923197,eea,64,238
51305924795,dee,231,43
51305927102,cfd,136,19
51305939448,bdc,270,242
51305947329,bbg,179,50
51305958150,aeb,55,234
51305980929,dbg,18,136
51305999336,dgc,150,73
51306006348,eaa,236,217
51306024132,fea,100,240
51306027437,fgc,224,332
51306039722,age,217,44
51306045439,aca,22,177
51306075470,aef,212,106
51306091398,fcg,22,92
51306101518,edb,215,126
51306142996,dff,294,89
51306169006,dbc,29,60
51306178537,bdf,136,255
51306201750,edc,15,322
51306229947,ggf,130,202
51306231813,afb,276,120
51306234676,cfc,78,103
51306248810,agc,249,119
51306254398,cgb,122,107
51306268877,gcd,49,38
51306271165,gdd,251,244
51306291591,dge,61,43
51306315979,dgb,66,23
51306327763,fag,147,107
51306347439,dcg,140,209
51306389884,ffd,26,74
51306396296,dca,203,69
51306471945,bfa,111,52
51306475030,fbc,148,203
51306475850,faa,282,22
51306502367,egb,97,277
51306507613,dde,112,85
51306537456,gda,205,136
51306538583,fba,17,72
51306541850,bag,194,53
51306574409,afa,40,112
51306586232,ecg,195,166
51306592579,ade,233,286
51306621487,ffc,45,142
51306622046,cdd,187,24
51306623482,faf,249,70
51306623569,ced,145,293
51306638794,egc,70,268
51306649151,def,285,86
51306667178,gcb,34,132
51306667242,beb,287,195
51306694432,cgd,110,164
51306697453,afe,298,67
51306729269,dcc,243,127
51306751685,fef,209,286
51306765272,dce,18,241
51306774687,eff,238,259
51306786848,fgf,215,153
51306788280,fgf,173,177
51306808573,gdf,233,73
51306832188,eda,53,9
51306860272,dfc,246,106
51306889822,ece,226,87
51306912838,cbg,274,53
51306926323,dac,152,186
51306927216,bga,25,291
51306955209,egd,205,251
51306957535,bce,143,290
51306969713,gae,201,41
51306973575,dcb,186,8
51306976123,gdg,280,256
51307022095,baf,60,17
51307058308,cee,90,145
51307100273,fdc,10,46
51307104745,dbf,66,11
51307119963,cgg,116,25
51307120415,fae,294,191
51307133064,abc,198,98
51307146267,daa,244,196
51307155919,dec,127,48
51307156882,bdg,156,127
51307161969,gcc,230,210
51307223267,gdb,265,87
51307243681,fcb,247,115
51307280058,fcd,198,110
51307286022,eec,160,221
51307318165,dfe,57,15
51307346197,dgf,15,96
51307347464,deb,150,21
51307350667,gbc,162,82
51307365169,daf,13,93
51307388390,ged,107,128
51307410409,ffe,263,167
51307413215,ace,109,223
51307413447,cdc,251,322
51307422853,fed,6,212
